ID,Supply Chain Segment,Updated,Team Member,Status2,Timeline,Company,Facility Name,Facility Type,Product Type,Product,Workforce,Production Capacity,Website,Facility Phone,Facility City,Facility State or Province,Facility Country,Data Source,Latitude,Longitude,Status,Workforce_dummy
4008,Electrodes and Cells,8/4/22,NA,Active,NA,Clarios,Clarios  Meadowbrook Battery Manufacturing Plant,NA,Prismatic (metal can) cells,Other/Unknown,85,1646 MWh/yr,https://www.Clarios.com,616-494-4420,Holland,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.75287522,-86.10858842999998,Commercial,85
4009,Electrodes and Cells,11/25/22,NA,Planned or under construction,NA,Ford Motor Company; SK Innovation,BlueOval City,NA,Prismatic (pouch) cells,NMC,5800,43 GWh/Yr,https://www.corporate.ford.com/operations/blue-oval-city/tennessee.html,NA,Stanton,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.40291562,-89.41731195000001,Planned,5800
4009,Electrodes and Cells,8/4/22,NA,Active,NA,Cymbet Corporation,XFAB-Texas,NA,Other or unknown cells,Lithium cobalt oxide (LCO) chemistry,6,1 MWh/yr,https://www.cymbet.com,806-747-4400,Lubbock,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.62561636,-101.87330089999999,Commercial,6
4010,Electrodes and Cells,8/7/21,NA,Active,NA,"EaglePicher Technologies, LLC",Medical Power Production,NA,Other or unknown cells,Other/Unknown,Unknown,NA,https://www.eaglepicher.com,604-543-4350,Surrey,BC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,49.15197091,-122.85931360000001,Commercial,0
4011,Electrodes and Cells,8/7/21,NA,Active,NA,"EaglePicher Technologies, LLC",Aerospace Business Unit an Lithium Ion Center of Excellence,NA,Other or unknown cells,Other/Unknown,Unknown,NA,https://www.eaglepicher.com,417-624-3167,Joplin,MO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.06436336,-94.40085975000001,Commercial,0
4012,Electrodes and Cells,11/23/22,NA,Active,NA,Cymbet Corp.,XFAB-Texas,NA,Other/ Unknown cells,LCO,6,1E-3 GWh/yr,https://www.cymbet.com,763-633-1780,New Brighton,MN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.05670061,-93.19742590000001,Commercial,6
4012,Electrodes and Cells,8/7/21,NA,Active,NA,"EaglePicher Technologies, LLC",Defense Strategic Business Unit,NA,Other or unknown cells,Other/Unknown,Unknown,NA,https://www.eaglepicher.com,417-623-8000,Joplin,MO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.09478701,-94.52839746999999,Commercial,0
4013,Electrodes and Cells,8/4/22,NA,Active,NA,"Electrochem Solutions, Inc.",HQ,NA,Other or unknown cells,Other/Unknown,120,NA,https://www.electrochemsolutions.com,781-830-5800,Raynham,MA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.90434741,-71.02449896,Commercial,120
4014,Electrodes and Cells,8/4/22,NA,Active,NA,Electrovaya,Mississauga,NA,Prismatic (metal can) cells,Nickel manganese cobalt oxide (NMC) chemistry,65,NA,https://www.electrovaya.com,905-855-4610,Mississauga,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.60381107,-79.73791836000001,Commercial,65
4015,Electrodes and Cells,8/4/22,NA,Active,NA,"EnPower, Inc.",Ener1 Indianapolis Battery Manufacturing Plant,NA,Prismatic (metal can) cells,Nickel manganese cobalt oxide (NMC) chemistry,117,0.8 GWh/yr,https://www.enerdel.com,317-703-1800,Indianapolis,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.9168581,-86.03460305000002,Commercial,117
4016,Electrodes and Cells,8/21/21,NA,Active,NA,Enersys,Quallion LLC,NA,Prismatic (metal can) cells,Nickel manganese cobalt oxide (NMC) chemistry,Unknown,NA,https://www.enersys.com,732-543-7900,Sylmar,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.30228446,-118.46135740000001,Commercial,0
4017,Electrodes and Cells,8/4/22,NA,Planned or under construction,2027,Envision AESC US,Envision,NA,Other or unknown cells,Nickel manganese cobalt oxide (NMC) chemistry,2000,30 GWh/yr,https://www.enersys.com,502-377-5675,Bowling Green,KY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.04,-86.3,Planned (2027),2000
4017,Electrodes and Cells,11/23/22,NA,Active,NA,EC Power,EC Power,NA,Other/ Unknown cells,Other/ Unknown,12,1E-3 GWh/yr,https://www.ecpowergroup.com,814-861-6233,State College,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.77898573,-77.89513612999998,Pre-commercial or startup,12
4018,Electrodes and Cells,8/4/22,NA,Active,NA,Envision AESC US,US Plant,NA,Other or unknown cells,Nickel manganese cobalt oxide (NMC) chemistry,350,6 GWh/yr,https://www.envision-aesc.com,615-768-3505,Smyrna,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.96016191,-86.48304818999999,Commercial,350
4019,Electrodes and Cells,8/7/22,NA,Active,NA,Forge Nano,Forge Nano,NA,Other or unknown cells,Other/Unknown,50,NA,https://www.forgenano.com,720-259-8579,Thornton,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.92042468,-104.98311550000001,Commercial,50
4020,Electrodes and Cells,11/25/22,NA,Active,NA,Enovix,Enovix Fremont,NA,Prismatic (pouch) cells,"LCO, NMC",215,NA,https://www.enovix.com,510-695-2350,Fremont,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.48210526,-121.94432130000001,Pre-commercial or startup,215
4020,Electrodes and Cells,8/8/22,NA,Planned or under construction,2025,Honda - LGES Partnership,Honda LGES Battery Pack Manufacturing Plant,NA,Other or unknown cells,Other/Unknown,2200,40 GWh/yr,"https://www.www.honda.com
www.lgensol.com",NA,Jeffersonville,OH,US,https://www.charged-the-book.com/na-ev-supply-chain-map,39.62425689,-83.58559665,Under Construction (2025),2200
4021,Electrodes and Cells,11/25/22,NA,Active,NA,"EnPower, Inc.",Ener1 Indianapolis Battery Manufacturing Plant,NA,Prismatic (metal can) cells,NMC,49,0.8 GWh/yr,https://www.enpowerinc.com,317-703-1800,Indianapolis,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.9168581,-86.03460305000002,Pre-commercial or startup,49
4021,Electrodes and Cells,8/4/22,CH,Active,NA,Imperium3 New York Inc,Imperium3 Huron Battery Manufacturing Plant I,NA,Other or unknown cells,Other/Unknown,900,1.8 GWh/yr,https://www.im3ny.com,607-444-1545,Endicott,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.10497164,-76.04449393000002,Commercial,900
4022,Electrodes and Cells,8/4/22,CH,Active,NA,Imperium3 New York Inc,Imperium3 Huron Battery Manufacturing Plant II,NA,Other or unknown cells,Other/Unknown,1600,28.2 GWh/yr,https://www.im3ny.com,607-444-1545,Endicott,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.10497164,-76.04449393000002,Commercial,1600
4023,Electrodes and Cells,8/7/22,NA,Planned or under construction,2023,Kore Power,Kore Power,NA,Other or unknown cells,Nickel manganese cobalt oxide (NMC) chemistry,3000,12 GWh/yr,https://www.korepower.com,208-904-1642,Buckeye,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.37524961,-112.62219119999999,Active,3000
4023,Electrodes and Cells,11/25/22,NA,Active,NA,Envision AESC US,US Plant,NA,Prismatic (pouch) cells,NMC,350,6 GWh/yr,https://www.envision-aesc.com,615-768-3505,Smyrna,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.96016191,-86.48304818999999,Commercial,350
4024,Electrodes and Cells,8/8/22,NA,Planned or under construction,2024,LG Energy Solution,Arizona plant,NA,Cylindrical cells,Nickel manganese cobalt oxide (NMC) chemistry,2000,12 GWh/yr,https://www.lgchem.com,480-358-3000,Queen Creek,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.25,-111.63,Planned (2024),2000
4025,Electrodes and Cells,8/4/22,NA,Active,NA,LG Energy Solution Michigan Inc.,LG Chem Michigan Battery Manufacturing Plant,NA,Prismatic (pouch) cells,Nickel manganese cobalt oxide (NMC) chemistry,1495,4 GWh/yr,https://www.lgenergymi.com,616-494-7100,Holland,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.75571462,-86.0695218,Commercial,1495
4026,Electrodes and Cells,8/4/22,NA,Planned or under construction,2025,LG Energy Solution Michigan Inc.,LG Chem Michigan Battery Manufacturing Plant,NA,Prismatic (pouch) cells,Nickel manganese cobalt oxide (NMC) chemistry,1100,16 GWh/yr,https://www.lgenergymi.com,616-494-7100,Holland,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.75571462,-86.0695218,Planned (2025),1100
4027,Electrodes and Cells,8/28/22,NA,Active,NA,LI-CAP Technologies,LI-CAP Technologies,NA,Electrodes,Other/Unknown,26,NA,https://www.licaptech.com,916-329-8099,Sacramento,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.57168543,-121.3307179,Pre-commercial or startup,26
4028,Electrodes and Cells,8/28/22,NA,Active,NA,"Lithion Battery, Inc.",Engineered Power Limited Partnership,NA,Cylindrical cells,Lithium iron phosphate (LFP) chemistry,70,NA,https://www.lithionbattery.com,403-235-2584,Calgary,AB,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,51.06481407,-113.9895355,Commercial,70
4029,Electrodes and Cells,11/25/22,NA,Active,NA,Ion Storage Systems,Ion Storage Systems,NA,Other/ Unknown cells,Solid state Lithium metal anode with a garnet ceramic electrolyte,43,NA,https://www.ionstoragesystems.com,301-204-22322,College Park,MD,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,38.97986115,-76.9256579,Pre-commercial or startup,43
4029,Electrodes and Cells,8/28/22,NA,Active,NA,"Lithion Battery, Inc.","Lithion Battery, Inc.",NA,Cylindrical cells,Lithium iron phosphate (LFP) chemistry,31,NA,https://www.lithionbattery.com,702-478-3590,Henderson,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.0346916,-115.0431879,Commercial,31
4030,Electrodes and Cells,11/25/22,NA,Active,NA,Ionblox,Ionblox,NA,Prismatic (pouch) cells,NMC with silicon anode,18,NA,https://www.ionblox.com,510-962-3682,Fremont,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.47352226,-121.93735920000002,Pre-commercial or startup,18
4030,Electrodes and Cells,8/7/22,NA,Planned or under construction,2022,Microvast,Microvast North American Manufacturing Facility,NA,Other or unknown cells,Lithium iron phosphate (LFP) chemistry,287,2 GWh/yr,https://www.microvast.com,NA,Clarksville,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.58727069,-87.26091073,Planned (2022),287
4031,Electrodes and Cells,8/7/22,NA,Active,NA,"Navitas Systems, LLC",Navitas Systems Venture Drive,NA,Other or unknown cells,Nickel manganese cobalt oxide (NMC) chemistry,118,NA,https://www.navitassys.com,734-205-1400,Ann Arbor,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.2888392,-83.84744574000001,Pre-commercial or startup,118
4032,Electrodes and Cells,8/1/22,NA,Active,NA,"Our Next Energy, Inc.","Our Next Energy, Inc.",NA,Other or unknown cells,Other/Unknown,70,NA,https://www.one.ai,248-677-1010,Torrance,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.83,-118.34,Pre-commercial or startup,70
4033,Electrodes and Cells,8/7/22,NA,Active,NA,Saft America Inc,Saft America Jacksonville Lithium Ion Battery Manufacturing Plant,NA,Cylindrical cells; Prismatic (metal can) cells,Nickel cobalt aluminum oxide (NCA) chemistry; Nickel manganese cobalt oxide (NMC) chemistry,90,0.37 GWh/yr,https://www.saftbatteries.com,904-861-1501,Jacksonville,FL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.79147,-81.88756000000001,Commercial,90
4035,Electrodes and Cells,8/1/22,NA,Active,NA,Samsung SDI America Inc.,Auburn Hills,NA,Prismatic (metal can) cells,Other/ Unknown,500,23 GWh/yr,https://www.samsungsdi.com,248-843-7871,Auburn Hills,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.70041223,-83.27078406,Commercial,500
4036,Electrodes and Cells,8/4/22,NA,Active,NA,SK Innovation,SK Innovation Commerce Georgia Battery Manufacturing Plant Phase I,NA,Prismatic (pouch) cells,Nickel manganese cobalt oxide (NMC) chemistry,1300,9.8 GWh/yr,https://www.eng.skinnovation.com,DNA,Commerce,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.2395817,-83.48346593000001,Commercial,1300
4037,Electrodes and Cells,8/4/22,NA,Planned or under construction,2023,SK Innovation,SK Innovation Commerce Georgia Battery Manufacturing Plant Phase II,NA,Prismatic (pouch) cells,Nickel manganese cobalt oxide (NMC) chemistry,1700,11.7 GWh/yr,https://www.eng.skinnovation.com,DNA,Commerce,GA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,34.2395817,-83.48346593000001,Under construction (2023),1700
4037,Electrodes and Cells,11/25/22,NA,Planned or under construction,NA,Microvast,Microvast North American Manufacturing Facility,NA,Prismatic (pouch) cells,NMC,287,2 GWh/yr,https://www.microvast.com,NA,Clarksville,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,36.58727069,-87.26091073,Planned,287
4038,Electrodes and Cells,6/1/23,CH,Planned or under construction,unknown timeline,Statevolt,Statevolt Imperial Valley Battery Manufacturing Plant,NA,Other or unknown cells,Other/Unknown,2500,54 GWh/yr,hhttps://www.statevolt.com/,DNA,Los Angeles,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.900974,-115.551986,Planned (unknown timeline),2500
4039,Electrodes and Cells,8/8/22,NA,Planned or under construction,2024,Stellantis & LG Energy Solution (joint venture),Windsor Gigafactory,NA,Other or unknown cells,Other/Unknown,2400,45 GWh/yr,"https://www.Stellantis.com
lgensol.com",NA,Windsor,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.29690182,-82.98576047,Planned (2024),2400
4040,Electrodes and Cells,8/8/22,NA,Planned or under construction,2025,Stellantis & Samsung SDI Co Ltd (join venture),Stellantis-Samsung SDI Kokomo Battery Manufacturing Plant,NA,Other or unknown cells,Other/Unknown,1400,23 GWh/yr,"https://www.Stellantis.com
Samsung",DNA,Kokomo,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.4955399,-86.13101474000001,Planned (2025),1400
4041,Electrodes and Cells,8/8/22,NA,Planned or under construction,2023,Stromvolt,Stromvolt,NA,Other or unknown cells,Other/Unknown,Unknown,10 GWh/Yr,https://www.stromvolt.com,DNA,Quebec,QC,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.5,-73.56,Planned (2023),0
4042,Electrodes and Cells,8/28/22,NA,Active,NA,Stryten Energy,Ottowa Transportation Manufacturing Plant,NA,Unknown,Unknown,Unknown,NA,https://www.stryten.com,866-713-0406,Ottawa,ON,Canada,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,45.32559693,-75.83690082999999,Commercial,0
4043,Electrodes and Cells,8/4/22,NA,Planned or under construction,2022,Tesla,Gigafactory Texas,NA,Other or unknown cells,Other/Unknown,Unknown,100 GWh/yr,https://www.tesla.com/gigafactory,650 6815000,Austin,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.22333955,-97.61855854999999,Planned (2022),0
4044,Electrodes and Cells,8/4/22,NA,Planned or under construction,unknown timeline,Tesla,Tesla Kato Road Facillity,NA,Cylindrical cells,Nickel cobalt aluminum oxide (NCA) chemistry,Unknown,10 GWh/yr,https://www.tesla.com,DNA,Fremont,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.48150386,-121.9338493,Under construction (unknown timeline),0
4045,Electrodes and Cells,11/26/22,NA,Active,NA,Piersica,Piersica,NA,Other/ Unknown cells,Solid state battery,9,NA,https://www.piersica.com,NA,Sunrise,FL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,26.17838001,-80.29237377,Pre-commercial or startup,9
4045,Electrodes and Cells,8/4/22,NA,Active,NA,"Tesla, Panasonic Corp",Tesla Gigafactory,NA,Cylindrical cells,Nickel cobalt aluminum oxide (NCA) chemistry,7000,32 GWh/yr,https://www.tesla.com/gigafactory,888-518-3752,Sparks,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.53777838,-119.43910410000001,Commercial,7000
4046,Electrodes and Cells,11/26/22,NA,Active,NA,QuantumScape,SJ-1,NA,Battery Development,NMC,600,NA,https://www.quantumscape.com,408-452-2000,San Jose,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.36661396,-121.91699900000002,Pre-commercial or startup,600
4046,Electrodes and Cells,8/4/22,NA,Planned or under construction,2022,"Tesla, Panasonic Corp",Reno Battery Manufacturing Plant,NA,Cylindrical cells,Nickel cobalt aluminum oxide (NCA) chemistry,Unknown,7 GWh/yr,https://www.tesla.com/gigafactory,888-518-3752,Sparks,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.53777838,-119.43910410000001,Under construction (2022),0
4047,Electrodes and Cells,11/26/22,NA,Planned or under construction,NA,QuantumScape,SJ-2,NA,Battery Development,NMC,Unknown,NA,https://www.quantumscape.com,408-452-2000,San Jose,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.39214268,-121.88363360000001,Planned,0
4047,Electrodes and Cells,5/1/23,CH,Planned or under construction,2025,"Tesla, Panasonic Corp",Tesla Gigafactory Expansion,NA,Cylindrical cells,Nickel cobalt aluminum oxide (NCA) chemistry,1500,100 GWh/yr,https://www.tesla.com/gigafactory,888-518-3752,Sparks,NV,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.53777838,-119.43910410000001,Planned (2025),1500
4048,Electrodes and Cells,8/7/22,NA,Planned or under construction,2024,Ultium Cells,Lansing Battery Manufacturing Plant,NA,Other or unknown cells,Nickel manganese cobalt oxide (NMC) chemistry,1700,50 GWh/yr,https://www.ultiumcell.com,517-267-044,Lansing,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.72776638,-84.55,Planned (2024),1700
4048,Electrodes and Cells,11/26/22,NA,Active,NA,Rolled-Ribbon Battery Company,Austin Headquarters,NA,Other/ Unknown cells,NMC and LFP rolled-ribbon type cells,Unknown,NA,https://www.rolled-ribbon.com,512-387-2553,Austin,TX,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,30.32154131,-97.69414725,Pre-commercial or startup,0
4049,Electrodes and Cells,8/4/22,NA,Planned or under construction,2023,Ultium Cells LLC,Spring Hill Battery Manufacturing Plant,NA,Prismatic (pouch) cells,Other/ Unknown,1300,35 GWh/yr,https://www.ultiumcell.com,931-486-5440,Spring Hill,TN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,35.74322284,-86.95736260000001,Under construction (2023),1300
4050,Electrodes and Cells,8/4/22,NA,Active,NA,Ultium Cells LLC,Lordstown Manufacturing Plant,NA,Prismatic (pouch) cells,Nickel cobalt manganese aluminum (NCMA) chemistry,1200,35 GWh/yr,https://www.ultiumcell.com,586-295-5429,Warren,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.15225083,-80.86039729999999,Commercial,1200
4051,Electrodes and Cells,8/6/22,NA,Active,NA,Xalt Energy MI LLC,Xalt Energy Battery Park,NA,Prismatic (pouch) cells,Nickel manganese cobalt oxide (NMC) chemistry,265,0.75 GWh/yr,https://www.xaltenergy.com,989-486-8501,Midland,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.60539086,-84.20791023000001,Commercial,265
4052,Electrodes and Cells,11/25/22,NA,Active,NA,Sion Power,Sion Power,NA,Other/ Unknown cells,Proprietary nickel rich cathode and lithium metal anode,100,NA,https://www.sionpower.com,520-799-7500,Tuscon,AZ,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.12593665,-110.9295177,Pre-commercial or startup,100
4052,Electrodes and Cells,8/6/22,NA,Planned or under construction,2022,Xerion Advanced Battery Corp,Xerion Dayton Cell Production Facility,NA,Cylindrical cells; Prismatic (pouch) cells,Lithium cobalt oxide (LCO) chemistry; Nickel manganese cobalt oxide (NMC) chemistry,600,NA,https://www.xerionbattery.com,720-229-0697,Vandalia,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.89989947,-84.1936027,Planned (2022),600
4053,Electrodes and Cells,11/25/22,NA,Active,NA,Sionic Energy,Headquarters,NA,Safety,"Safety solvents, cathode additives, anode additives; silicon anodes; cell production",Unknown,NA,https://www.sionicenergy.com,585-645-0041,Rochester,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,43.19453791,-77.66171849,Pre-commercial or startup,0
4056,Electrodes and Cells,11/25/22,NA,Active,NA,Solid Power Inc.,Solid Power,NA,Other/ Unknown cells,"Solid state cell (NMC/sulfide solid state,pouch cells)",127,NA,https://www.solidpowerbattery.com,303-219-0720,Louisville,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.96378882,-105.12164179999999,Commercial,127
4071,Electrodes and Cells,11/26/22,NA,Active,NA,Xerion Advanced Battery Corp,Dayton Development Factility,NA,Prismatic (pouch) cells,LCO/Si cells,Unknown,NA,https://www.xerionbattery.com,937-733-8976,Kettering,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.7154984,-84.11182455000001,Pre-commercial or startup,0
5000,Modules and Packs,8/9/21,NA,Active,NA,3M,3M Guin,NA,Non-cell components,Thermal Systems,Unknown,NA,https://www.3m.com,205-468-3315,Guin,AL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.96605937,-87.8987665,Commercial,0
5001,Modules and Packs,8/9/21,NA,Active,NA,3M,3M Cottage Grove,NA,Non-cell components,Thermal Systems,Unknown,NA,https://www.3m.com,651-458-2334,Cottage Grove,MN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,44.79444131,-92.91349446000002,Commercial,0
5002,Modules and Packs,8/9/21,NA,Active,NA,3M,3M Springfield,NA,Non-cell components,Safety Systems,Unknown,NA,https://www.3m.com,417-869-3501,Springfield,MO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.21235571,-93.22785202,Commercial,0
5003,Modules and Packs,8/9/21,NA,Active,NA,AA Portable Power Corp.,AA Portable Power Corp.,NA,Cell assemblies and groupings,Packs,30,NA,https://www.aaportablepower.com,510-525-2328,Richmond,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,37.92084821,-122.3522502,Commercial,30
5004,Modules and Packs,8/1/22,NA,Active,NA,"ADA Technologies, Inc.","ADA Technologies, Inc.",NA,Non-cell components,Thermal Systems,20,NA,https://www.adatech.com,303-792-5615,Littleton,CO,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.56967577,-105.12355779999999,Commercial,20
5005,Modules and Packs,8/1/20,NA,Active,NA,"AKASOL, Inc.",Hazel Park,NA,Cell assemblies and groupings,Packs; Modules/Arrays,20,400 MWh/yr,https://www.akasol.com,248-25-7843,Hazel Park,MI,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.47502341,-83.09215627,Commercial,20
5007,Modules and Packs,8/9/21,NA,Active,NA,Alion Science and Technology,Alion Fabrication and Integration Laboratory,NA,Cell assemblies and groupings,Modules/Arrays,Unknown,NA,https://www.alionscience.com,254-634-5785,Crane,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.05179859,-86.84965240000001,Commercial,0
5008,Modules and Packs,8/1/22,NA,Active,NA,AllCell Technology,Broadview,NA,Cell assemblies and groupings,Modules/Arrays,44,NA,https://www.allcelltech.com,872-281-7606,Broadview,IL,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.85497697,-87.86427463000001,Commercial,44
5009,Modules and Packs,8/9/21,NA,Active,NA,Altair Nanotechnologies,Altair Nanotechnologies,NA,Cell assemblies and groupings,Modules/Arrays; Racks/Cabinets,Unknown,NA,https://www.altairnano.com,317-333-7617,Anderson,IN,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.04004502,-85.72802497,Commercial,0
5011,Modules and Packs,8/6/22,NA,Active,NA,American Battery Solutions,ABS Springboro Manufacturing,NA,Cell assemblies and groupings,Packs,33,2 MWh,https://www.americanbatterysolutions.com,248-462-6364,Springboro,OH,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,39.56949404,-84.25918919,Commercial,33
5012,Modules and Packs,8/7/22,NA,Planned or under construction,2024,American Battery Factory,American Battery Factory,NA,Cell assemblies and groupings,Packs,Unknown,12 GWh/yr,https://www.americanbatteryfactory.com,385-269-2061,American Fork,UT,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,40.36207611,-111.79120620000002,Planned (2024),0
5013,Modules and Packs,8/1/22,NA,Active,NA,American Lithium Energy,American Lithium Energy,NA,Cell assemblies and groupings,Packs,13,NA,https://www.americanlithiumenergy.com,760-444-5244,Carlsbad,CA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,33.13181752,-117.2759594,Pre-commercial or startup,13
5014,Modules and Packs,8/27/21,NA,Active,NA,Amphenol,Amphenol Optimize,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.amphenol-optimize.com,52-631-311-1600,Nogales,Sonora,Mexico,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,31.2705702,-110.942322,Commercial,0
5015,Modules and Packs,8/27/21,NA,Active,NA,Amphenol,Amphenol Industrial Operations,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.tpil.com,888-364-9011,Sidney,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.2952981,-75.41442084000002,Commercial,0
5016,Modules and Packs,8/27/21,NA,Active,NA,Amphenol,Amphenol Interconnect Products,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.amphenol-ipc.com,607-754-4444,Endwell,NY,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,42.10899486,-76.01384643,Commercial,0
5017,Modules and Packs,8/13/21,NA,Active,NA,Amphenol Advanced Sensors,Amphenol Advanced Sensors,NA,Non-cell components,Safety Systems,Unknown,NA,https://www.amphenol-sensors.com,203-265-8900,St. Marys,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.45693188,-78.55920762000001,Commercial,0
5018,Modules and Packs,8/27/21,NA,Active,NA,Amphenol Thermometrics,Amphenol Thermometrics St. Marys,NA,Non-cell components,Electrical Systems,Unknown,NA,https://www.amphenol-sensors.com,203-265-8900,St. Marys,PA,US,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,41.45693188,-78.55920762000001,Commercial,0
5019,Modules and Packs,8/13/21,NA,Active,NA,Amphenol Thermometrics,Amphenol Thermometrics Tijuana,NA,Non-cell components,Safety Systems,Unknown,NA,https://www.amphenol-sensors.com,52-664-615-3825,Tijuana,Baja California,Mexico,https://www.nrel.gov/transportation/li-ion-battery-supply-chain-database.html,32.53880326,-116.91865510000001,Commercial,0
